order,ncr_id,source_dataset,map_status,combined_into,entity_name,rendered_shortest,current_shortest,current_short,current_normal,tier,shortest_type,shortest_source,shortest_source_url,acronym,acronym_source,area_aliases,parent_org,region,roles,org_type,weight,issues,collision_ids,nearby_collision_ids
"77","NCR01361","geocoded","published",,"USACE - Savannah District","USACE","USACE","USACE Savannah District","U.S. Army Corps of Engineers - Savannah District","normal",,,,"USACE Savannah","name_initialism","[]",,"SERC","[""GO"",""GOP"",""TO"",""TOP""]",,"12","[""duplicate_label"",""nearby_label_collision""]","[""NCR00978"",""NCR01356"",""NCR01357"",""NCR01359"",""NCR01360"",""NCR01364"",""NCR06037"",""NCR06038"",""NCR11109""]","[""NCR01356""]"
"78","NCR05464","geocoded","published",,"Western Area Power Administration - Rocky Mountain Region","WAPA","WAPA","WAPA Rocky Mountain","Western Area Power Administration","major",,,,"WAPA RM","official_website","[]","Western Area Power Administration","MRO","[""TO"",""TOP"",""TP""]","federal","12","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-055"",""NCR01036"",""SUP-virgin-islands-water-and-power-authority""]","[""NCR-SEED-055""]"
"79","NCR07161","geocoded","published",,"New York Power Authority","NYPA","NYPA","New York Power Authority","New York Power Authority","major",,,,"NYPA","official_website","[]",,"NPCC","[""GO"",""GOP"",""TO"",""TP""]","other","10","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-041""]","[""NCR-SEED-041""]"
"80","NCR01227","geocoded","published",,"East Texas Electric Cooperative Inc.","ETEC","ETEC","East Texas Electric Cooperative","East Texas Electric Cooperative","normal",,,,"ETEC","official_website","[]",,"MRO","[""DP"",""RP"",""TO"",""TP""]","cooperative","9","[""duplicate_label"",""nearby_label_collision""]","[""NCR11657""]","[""NCR11657""]"
"81","NCR00004","geocoded","published",,"Beaches Energy Services of Jacksonville Beach","Beaches","Beaches","Beaches Energy Services","Beaches Energy Services","normal",,,,"Beaches","common_market_name","[]",,"SERC","[""DP"",""TO"",""TOP""]",,"9","[""duplicate_label"",""nearby_label_collision""]","[""SUP-beaches-energy-services""]","[""SUP-beaches-energy-services""]"
"82","NCR01254","geocoded","published",,"Henderson Municipal Power & Light","HMP&L","HMP&L","Henderson Municipal Power & Light","Henderson Municipal Power & Light","normal",,,,"HMP&L","official_website","[]",,"SERC","[""DP"",""TO"",""TP""]",,"7","[""duplicate_label"",""nearby_label_collision""]","[""NCR11916""]","[""NCR11916""]"
"83","NCR00683","geocoded","published",,"American Municipal Power Inc.","AMP","AMP","American Municipal Power","American Municipal Power","normal",,,,"AMP","official_website","[]",,"RF","[""GO"",""GOP"",""RP""]","municipal","6","[""duplicate_label"",""nearby_label_collision""]","[""NCR10042"",""NCR11899""]","[""NCR11899""]"
"84","NCR04088","geocoded","published",,"Kiowa Power Partners, LLC","Kiowa","Kiowa","Kiowa Power Partners","Kiowa Power Partners, LLC","normal",,,,"Kiowa Power","common_market_name","[]",,"Texas RE","[""GO"",""GOP"",""TO""]",,"6","[""duplicate_label"",""nearby_label_collision""]","[""NCR01113"",""NCR12525""]","[""NCR01113""]"
"85","NCR01356","geocoded","published",,"USACE - Charleston District","USACE","USACE","USACE Charleston District","U.S. Army Corps of Engineers - Charleston District","normal",,,,"USACE Charleston","name_initialism","[]",,"SERC","[""GO"",""GOP"",""TO""]",,"6","[""duplicate_label"",""nearby_label_collision""]","[""NCR00978"",""NCR01357"",""NCR01359"",""NCR01360"",""NCR01361"",""NCR01364"",""NCR06037"",""NCR06038"",""NCR11109""]","[""NCR01361""]"
"86","NCR07163","geocoded","published",,"Niagara Mohawk Power Corporation","NiMo","NiMo","Niagara Mohawk","Niagara Mohawk Power Corporation","major",,,,"NiMo","common_market_name","[]","National Grid USA","NPCC","[""TOP""]","IOU","6","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-040""]","[""NCR-SEED-040""]"
"87","NCR01166","geocoded","published",,"Alabama Power Company","Alabama","Alabama","Alabama Power","Alabama Power Company","major",,,,"APC","common_market_name","[]",,"SERC","[""DP"",""GO"",""TO""]",,"5","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-023""]","[""NCR-SEED-023""]"
"88","NCR01247","geocoded","published",,"Georgia Power Company","Georgia","Georgia","Georgia Power","Georgia Power Company","major",,,,"GPC","common_market_name","[]",,"SERC","[""DP"",""GO"",""TO""]",,"5","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-022""]","[""NCR-SEED-022""]"
"89","NCR05234","geocoded","published",,"Merced Irrigation District","MID","MID","Merced Irrigation District","Merced Irrigation District","normal",,,,"MID","official_website","[]",,"WECC","[""DP"",""GO"",""GOP""]",,"5","[""duplicate_label"",""nearby_label_collision""]","[""NCR05244""]","[""NCR05244""]"
"90","NCR11966","geocoded","published",,"AES Alamitos Energy LLC","AES","AES","AES Alamitos","AES Alamitos Energy","normal",,,,"AES Alamitos","common_market_name","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00798"",""NCR05002"",""NCR05004"",""NCR11679"",""NCR11967"",""NCR12104""]","[""NCR05002"",""NCR05004"",""NCR11967"",""NCR12104""]"
"91","NCR11967","geocoded","published",,"AES Huntington Beach Energy LLC","AES","AES","AES Huntington Beach","AES Huntington Beach Energy","normal",,,,"AES HB","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00798"",""NCR05002"",""NCR05004"",""NCR11679"",""NCR11966"",""NCR12104""]","[""NCR05002"",""NCR05004"",""NCR11966"",""NCR12104""]"
"92","NCR08039","geocoded","published",,"Allegheny Ridge Wind Farm, LLC","LLGHNY","Allegheny","Allegheny Ridge Wind Farm","Allegheny Ridge Wind Farm","normal",,,,"Allegheny Ridge","common_market_name","[]","Leeward Renewable Energy","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR12040""]","[""NCR12040""]"
"93","NCR10248","geocoded","published",,"Ameren Missouri","Ameren","Ameren","Ameren Missouri","Ameren Missouri","major",,,,"Ameren MO","official_website","[]","Ameren Corporation","MRO","[""GO"",""GOP""]","IOU","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR01175""]","[""NCR01175""]"
"94","NCR00538","geocoded","published",,"Astoria Energy, LLC","Astoria","Astoria","Astoria Energy","Astoria Energy","normal",,,,"Astoria Energy","common_market_name","[]","APG Asset Management","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR07012"",""NCR11955""]","[""NCR07012""]"
"95","NCR07012","geocoded","published",,"Astoria Generating Company L.P.","Astoria","Astoria","Astoria Generating","Astoria Generating Company","normal",,,,"Astoria Gen","name_initialism","[]","Eastern Generation","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00538"",""NCR11955""]","[""NCR00538""]"
"96","NCR11040","geocoded","published",,"Beech Ridge Energy LLC","BR","Beech Ridge","Beech Ridge Energy","Beech Ridge Energy","normal",,,,"Beech Ridge","common_market_name","[]","Invenergy","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR12022""]","[""NCR12022""]"
"97","NCR12242","geocoded","published",,"Brazoria West Solar Project, LLC","Brazoria","Brazoria","Brazoria West Solar","Brazoria West Solar Project","normal",,,,"Brazoria West","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR12269""]","[""NCR12269""]"
"98","NCR10195","geocoded","published",,"Brush Power","Brush","Brush","Brush Power","Brush Power","normal",,,,"Brush","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11528""]","[""NCR11528""]"
"99","NCR00006","geocoded","published",,"Calpine Corporation","Calpine","Calpine","Calpine","Calpine Corporation","major",,,,"Calpine","official_website","[]",,"NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR-SEED-058""]","[""NCR-SEED-058""]"
"100","NCR11986","geocoded","published",,"Camilla Solar Energy LLC","Camilla","Camilla","Camilla Solar Energy","Camilla Solar Energy","normal",,,,"Camilla Solar","common_market_name","[]",,"SERC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""SUP-city-of-camilla""]","[""SUP-city-of-camilla""]"
"101","NCR00778","geocoded","published",,"Constellation Energy Generation, LLC - Constellation Nuclear","CNSTLL","Constellation","Constellation Nuclear","Constellation Nuclear","major",,,,"CEG Nuclear","common_market_name","[]","Constellation Energy Corporation","NPCC","[""GO"",""GOP""]","merchant","4","[""length_13_to_15"",""duplicate_label"",""nearby_label_collision""]","[""NCR04057"",""NCR10122"",""NCR10390"",""NCR11216"",""NCR11325""]","[""NCR04057"",""NCR10390"",""NCR11216"",""NCR11325""]"
"102","NCR10390","geocoded","published",,"Constellation Energy Generation, LLC - South Region","CNSTLL","Constellation","Constellation South","Constellation Energy South","major",,,,"Constellation South","sec_filing","[]",,"SERC","[""GO"",""GOP""]",,"4","[""length_13_to_15"",""duplicate_label"",""nearby_label_collision""]","[""NCR00778"",""NCR04057"",""NCR10122"",""NCR11216"",""NCR11325""]","[""NCR00778"",""NCR04057"",""NCR11216"",""NCR11325""]"
"103","NCR11216","geocoded","published",,"Constellation Maryland Peaker Fleet","CMPF","Constellation","Constellation Maryland Peakers","Constellation Maryland Peaker Fleet","major",,,,"CMPF","nerc_cores","[]","Constellation Energy Corporation","RF","[""GO"",""GOP""]","merchant","4","[""length_13_to_15"",""duplicate_label"",""nearby_label_collision""]","[""NCR00778"",""NCR04057"",""NCR10122"",""NCR10390"",""NCR11325""]","[""NCR00778"",""NCR04057"",""NCR10390"",""NCR11325""]"
"104","NCR11290","geocoded","published",,"Copper Mountain Solar 2, LLC","CM Solar","CM Solar","Copper Mountain Solar 2","Copper Mountain Solar 2","normal",,,,"CM Solar 2","common_market_name","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR12121""]","[""NCR12121""]"
"105","NCR05119","geocoded","published",,"Coso Energy Developers","Coso","Coso","Coso Energy Developers","Coso Energy Developers","normal",,,,"Coso","official_website","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR05120"",""NCR05122"",""NCR13267""]","[""NCR05120"",""NCR05122"",""NCR13267""]"
"106","NCR13272","geocoded","published",,"CPV Backbone Solar, LLC","CPV","CPV","CPV Backbone Solar","CPV Backbone Solar","normal",,,,"CPV Backbone","official_website","[]","Competitive Power Ventures","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11827"",""NCR11952"",""NCR12421"",""NCR12445"",""NCR13148"",""NCR13149""]","[""NCR11952"",""NCR12421""]"
"107","NCR13148","geocoded","published",,"CPV Canton Mountain Wind, LLC","CPV","CPV","CPV Canton Mountain Wind","CPV Canton Mountain Wind","normal",,,,"Canton Mountain","official_website","[]","Competitive Power Ventures","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11827"",""NCR11952"",""NCR12421"",""NCR12445"",""NCR13149"",""NCR13272""]","[""NCR13149""]"
"108","NCR11952","geocoded","published",,"CPV Fairview, LLC","CPV","CPV","CPV Fairview","CPV Fairview","normal",,,,"CPV Fairview","official_website","[]","Competitive Power Ventures","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11827"",""NCR12421"",""NCR12445"",""NCR13148"",""NCR13149"",""NCR13272""]","[""NCR12421"",""NCR13272""]"
"109","NCR12421","geocoded","published",,"CPV Maple Hill Solar, LLC","CPV","CPV","CPV Maple Hill Solar","CPV Maple Hill Solar","normal",,,,"CPV Maple Hill","official_website","[]","Competitive Power Ventures","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11827"",""NCR11952"",""NCR12445"",""NCR13148"",""NCR13149"",""NCR13272""]","[""NCR11952"",""NCR13272""]"
"110","NCR13149","geocoded","published",,"CPV Saddleback Ridge Wind, LLC","CPV","CPV","CPV Saddleback Ridge Wind","CPV Saddleback Ridge Wind","normal",,,,"Saddleback Ridge","official_website","[]","Competitive Power Ventures","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11827"",""NCR11952"",""NCR12421"",""NCR12445"",""NCR13148"",""NCR13272""]","[""NCR13148""]"
"111","NCR11585","geocoded","published",,"CPV Shore, LLC","CPV","CPV","CPV Shore","CPV Shore","normal",,,,"CPV Shore","official_website","[]","Competitive Power Ventures","RF","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11706"",""NCR11827"",""NCR11952"",""NCR12421"",""NCR12445"",""NCR13148"",""NCR13149"",""NCR13272""]","[""NCR11827""]"
"112","NCR11827","geocoded","published",,"CPV Valley, LLC","CPV","CPV","CPV Valley","CPV Valley","normal",,,,"CPV Valley","official_website","[]","Competitive Power Ventures","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11585"",""NCR11706"",""NCR11952"",""NCR12421"",""NCR12445"",""NCR13148"",""NCR13149"",""NCR13272""]","[""NCR11585""]"
"113","NCR13447","geocoded","published",,"Dairyland Power Cooperative - Elwood","Elwood","Elwood","Dairyland Elwood","Dairyland Power Cooperative - Elwood","normal",,,,"DPC-Elwood","name_initialism","[]",,"RF","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR13421""]","[""NCR13421""]"
"114","NCR00209","geocoded","published",,"Energy Northwest - Columbia","ENW","ENW","Energy Northwest Columbia","Energy Northwest Columbia Generating Station","major",,,,"EN-Columbia","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00250""]","[""NCR00250""]"
"115","NCR00250","geocoded","published",,"Energy Northwest - Energy/Business Services","ENW","ENW","Energy Northwest","Energy Northwest Energy and Business Services","major",,,,"EN-ENBS","name_initialism","[]",,"WECC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00209""]","[""NCR00209""]"
"116","NCR00540","geocoded","published",,"Essential Power Newington, LLC","NWNGTN","Newington","Essential Power Newington","Essential Power Newington","normal",,,,"Newington","common_market_name","[]","Essential Power","NPCC","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11852""]","[""NCR11852""]"
"117","NCR04058","geocoded","published",,"Exxon Mobil Corporation","Exxon","Exxon","Exxon Mobil","Exxon Mobil","major",,,,"ExxonMobil","sec_filing","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00128"",""NCR01239""]","[""NCR01239""]"
"118","NCR01239","geocoded","published",,"ExxonMobil Oil Corporation - Beaumont Refinery","Exxon","Exxon","ExxonMobil Beaumont","ExxonMobil Beaumont Refinery","major",,,,"Exxon Bmt","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00128"",""NCR04058""]","[""NCR04058""]"
"119","NCR13031","geocoded","published",,"Five Wells Solar Center LLC","FW","Five Wells","Five Wells Solar","Five Wells Solar Center","normal",,,,"Five Wells","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR12458""]","[""NCR12458""]"
"120","NCR11930","geocoded","published",,"Fluvanna Wind Energy 2 LLC","Fluvanna","Fluvanna","Fluvanna Wind 2","Fluvanna Wind Energy 2","normal",,,,"Fluvanna 2","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11769""]","[""NCR11769""]"
"121","NCR11769","geocoded","published",,"Fluvanna Wind Energy LLC","Fluvanna","Fluvanna","Fluvanna Wind","Fluvanna Wind Energy","normal",,,,"Fluvanna","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11930""]","[""NCR11930""]"
"122","NCR03040","geocoded","published",,"Fowler Ridge II Wind Farm LLC","Fowler","Fowler","Fowler Ridge II","Fowler Ridge II Wind Farm","normal",,,,"Fowler","name_initialism","[]",,"RF","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR10307"",""NCR10308""]","[""NCR10307"",""NCR10308""]"
"123","NCR10307","geocoded","published",,"Fowler Ridge Wind Farm LLC","Fowler","Fowler","Fowler Ridge Wind","Fowler Ridge Wind Farm","normal",,,,"Fowler","name_initialism","[]",,"RF","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR03040"",""NCR10308""]","[""NCR03040"",""NCR10308""]"
"124","NCR12088","geocoded","published",,"Frontier Windpower II, LLC","Frontier","Frontier","Frontier Windpower II","Frontier Windpower II","normal",,,,"Frontier II","name_initialism","[]","Deriva Energy","MRO","[""GO"",""GOP""]","merchant","4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11692"",""NCR13142""]","[""NCR11692""]"
"125","NCR11696","geocoded","published",,"GEV - Marcus Hook","GEV","GEV","GEV Marcus Hook","GEV Marcus Hook","normal",,,,"GEV","name_initialism","[]",,"RF","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR00069"",""NCR11747""]","[""NCR11747""]"
"126","NCR10306","geocoded","published",,"Grand Ridge Energy LLC","Grand","Grand Ridge","Grand Ridge Energy","Grand Ridge Energy","normal",,,,"Grand","name_initialism","[]",,"RF","[""GO"",""GOP""]",,"4","[""duplicate_label"",""nearby_label_collision""]","[""NCR11029"",""NCR11030"",""NCR11031""]","[""NCR11029"",""NCR11030"",""NCR11031""]"
"127","NCR11510","geocoded","published",,"Green Pastures Wind I, LLC.","GP","Green Pastures","Green Pastures Wind I","Green Pastures Wind I","normal",,,,"Green Pastures I","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""length_13_to_15"",""duplicate_label"",""nearby_label_collision""]","[""NCR11573""]","[""NCR11573""]"
